Label,Pitch,ZCR,Average Energy,Spectral Centroid
huy,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.         87.30705786 85.80717486
 84.8215954  82.88426748 82.88426748 82.40688923 82.40688923 78.68552628
 75.56745061 75.56745061 75.13221412 67.32294488 68.10519982 76.88834638
 75.56745061 65.40639133 65.40639133 65.40639133 68.89654412 65.40639133
 65.40639133 65.40639133]","[0.         0.         0.07617188 0.08300781 0.08789062 0.09130859
 0.01953125 0.01953125 0.02246094 0.02734375 0.03808594 0.05224609
 0.06396484 0.07324219 0.07373047 0.07275391 0.06640625 0.05908203
 0.05566406 0.03955078 0.02783203 0.01855469 0.0078125  0.00439453
 0.00341797 0.00341797 0.00292969 0.00341797 0.07666016 0.11621094
 0.11572266 0.11474609]","[0.         0.         0.00015817 0.00307883 0.00906747 0.01353403
 0.01708463 0.01998722 0.02257982 0.02681831 0.03398375 0.04013283
 0.04411146 0.04386987 0.04030708 0.034581   0.02775504 0.0225625
 0.01641116 0.01195057 0.00829307 0.00677618 0.00655305 0.00510367
 0.00287141 0.00196846 0.00159495 0.00173312 0.00164004 0.0014581
 0.0012896  0.00078471]","[   0.            0.         1774.54638388 1203.64669635  647.01501243
  526.1713097   479.6098723   471.36649929  610.85628389  884.57263454
 1207.88635648 1431.34855049 1520.91527878 1586.16267596 1419.6722036
 1277.60212305 1231.84079607 1292.33012619 1360.99666063 1217.38394764
  910.34283806  496.2689449   298.57193377  216.10867906  155.59062216
  173.26609063  132.21352014  174.23057113  264.42447523  628.11469893
  855.95711157 1086.47276179]"
huy,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.         166.72882232 217.47308448 208.85526661 200.57894748
 201.74088951 204.08500573 207.65234879 211.28204791 212.50599236
 210.06515286 202.90956259]","[0.14257812 0.36230469 0.58154297 0.69335938 0.56640625 0.39990234
 0.22216797 0.13964844 0.16357422 0.15771484 0.16894531 0.19824219
 0.21533203 0.21679688 0.21142578 0.19433594 0.17480469 0.16601562
 0.18408203 0.18457031 0.18115234 0.16894531 0.11621094 0.0859375
 0.06103516 0.04199219 0.03857422 0.03808594 0.04296875 0.04443359
 0.08789062 0.078125  ]","[7.3473751e-07 1.4821015e-06 1.9558859e-06 7.5321327e-06 1.3444795e-04
 1.5598797e-04 2.1526993e-04 3.0188818e-04 3.3157805e-04 3.9040140e-04
 4.4143814e-04 5.3959625e-04 6.9498498e-04 8.0744870e-04 9.0781163e-04
 9.2481286e-04 8.6037646e-04 7.8544294e-04 6.6893134e-04 6.3187396e-04
 1.1315995e-03 1.0126668e-02 7.6204717e-02 1.1750459e-01 1.5476841e-01
 1.9364369e-01 2.1024613e-01 2.1081884e-01 1.9099778e-01 1.5140390e-01
 1.0258645e-01 4.7775984e-02]","[3867.06690543 4018.34623314 4056.18829737 3923.05454285  974.29863259
 1271.36195378 2002.61379955 2234.18678578 2085.01969059 2139.03171877
 2223.63747523 2170.37951676 2187.48013841 2207.43692345 2240.34300429
 2140.33830786 2130.10592825 2041.69170847 2092.07476159 2385.17385334
 2245.31334812 1816.86740817  636.53278013  547.48697426  649.60129642
  804.46963229  835.23058786  800.9500349   783.8842513   856.11265171
 1161.33196689 1494.5408041 ]"
huy,"[  0.           0.         389.73770841 376.4618113  355.33263339
 331.53706992 322.09885311 316.5653876  309.33502416 304.02083359
 300.52885649 291.97338331 283.66146786   0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[0.02636719 0.03466797 0.04931641 0.04736328 0.06005859 0.06542969
 0.06884766 0.06396484 0.04980469 0.04248047 0.02929688 0.02734375
 0.03027344 0.02783203 0.02832031 0.02294922 0.01660156 0.01708984
 0.01464844 0.01513672 0.015625   0.01660156 0.01611328 0.015625
 0.01611328 0.015625   0.01757812 0.01953125 0.02001953 0.01806641
 0.06103516 0.05566406]","[0.11508016 0.18704262 0.23813358 0.27822003 0.30728373 0.32508865
 0.35166162 0.3607608  0.3316008  0.27893624 0.19594862 0.10233737
 0.03911342 0.03029362 0.02782899 0.02946758 0.02695461 0.02516211
 0.02545766 0.02753529 0.02999116 0.03205664 0.03251711 0.0301696
 0.0286746  0.02799449 0.02693165 0.02713494 0.02679324 0.02925616
 0.02778786 0.02461558]","[ 765.71694977  725.08223074  842.81979912 1047.9313051  1254.19942285
 1420.01590907 1415.30113224 1264.44390041 1093.78878628  952.99439311
  747.94880504  682.62737017  747.69288181  587.31142094  428.82839736
  387.15142446  396.21857721  380.59990389  349.63447468  370.30632006
  324.57150146  319.2067276   321.50843887  335.77428745  352.61588552
  359.15767541  353.1087966   336.9197655   366.75380283  350.2959428
  299.46527719  350.71762566]"
huy,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.         173.60841241 180.77186921 201.74088951 204.08500573
 217.47308448 222.55627687 222.55627687 220.         213.73702705
 204.08500573 207.65234879]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.08105469 0.09863281 0.10986328 0.12060547 0.05517578
 0.04882812 0.04833984 0.04638672 0.04003906 0.04443359 0.05615234
 0.11132812 0.10205078]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00059969 0.01331759 0.02893139 0.0557397  0.07411724
 0.08296441 0.08870517 0.07935416 0.06542306 0.05232815 0.03320594
 0.02012448 0.00592369]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.          986.42197542
  701.16782738  493.43366134  595.82342958  856.34295296 1084.17020934
 1173.87708171 1126.68112615 1024.47609528  942.69928033  867.90145918
 1193.8777221  1404.12939772]"
huy,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
 186.0688893  202.90956259 208.85526661 213.73702705 210.06515286
 200.57894748 187.14677541 174.61411572 160.12185011 144.30989149
 135.42588547 119.95585059]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.046875   0.09130859 0.14306641 0.30810547 0.30322266 0.28027344
 0.23925781 0.08056641 0.04980469 0.0390625  0.03759766 0.04003906
 0.0390625  0.03662109 0.03466797 0.03369141 0.08447266 0.109375
 0.10205078 0.09423828]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 5.3438981e-13 2.7714879e-05 6.5987610e-05 6.8163994e-05
 7.2460280e-05 1.5078027e-04 5.7255523e-04 4.2081126e-03 3.1192672e-02
 5.2971728e-02 6.3229352e-02 7.4320398e-02 7.9884879e-02 7.7037290e-02
 7.2527163e-02 6.2888823e-02 4.6884973e-02 2.8558306e-02 1.7259071e-02
 7.7530397e-03 1.8883743e-03]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         3545.81814164 2055.3274507  1571.44879481 1587.59669068
 1750.72676241 2898.49559045 1879.31931582  694.51583263  429.52573554
  489.61543633  576.19468472  728.68553615  938.99948551 1014.22192154
 1023.51958412  996.0003122   948.56333545  764.66107779  593.52136806
  584.8049912  1110.92271485]"
huy,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.         186.0688893  191.52112393 210.06515286 223.84553226
 227.75828325 231.73942791 227.75828325 225.14225624 218.73289324
 207.65234879 187.14677541]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.04248047
 0.08691406 0.09326172 0.1015625  0.06835938 0.03515625 0.03808594
 0.04980469 0.04980469 0.05419922 0.05419922 0.04150391 0.03613281
 0.08447266 0.07519531]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 2.0114360e-13 6.3166630e-07 4.9892731e-04 1.3840245e-02
 2.7406717e-02 4.3691002e-02 6.8802528e-02 7.9104349e-02 8.2525820e-02
 8.1984945e-02 7.4083142e-02 7.0666052e-02 6.5952763e-02 6.0725465e-02
 4.6262465e-02 3.0328609e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         3659.522064   5202.9543033  1910.38026882  623.95739666
  381.2915101   426.14442661  557.02970964  740.55625725  930.1626064
 1181.97550454 1315.78665748 1157.96623831  829.24686957  624.94566626
  590.04184679  604.43155519]"
huy,"[ 0.          0.          0.          0.         72.57293509 71.73936384
 69.29565774 69.29565774 72.15494574 70.50692451 70.91536696 77.78174593
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         74.69948441 73.41619198 68.49972923
 69.29565774 69.29565774 68.89654412 68.89654412 68.49972923 69.29565774
 69.69708341 75.13221412]","[0.         0.         0.07714844 0.08349609 0.09228516 0.09570312
 0.02294922 0.02832031 0.03759766 0.05566406 0.07128906 0.09521484
 0.1171875  0.14306641 0.18945312 0.22021484 0.24560547 0.2734375
 0.28857422 0.3125     0.29443359 0.22900391 0.14990234 0.06201172
 0.01611328 0.00732422 0.00732422 0.00683594 0.05419922 0.08984375
 0.08740234 0.0859375 ]","[0.         0.         0.00118719 0.00313005 0.00401256 0.00467027
 0.0053439  0.00515515 0.00565044 0.00754014 0.0116325  0.01971055
 0.02548062 0.03233989 0.03590004 0.03468557 0.0322321  0.0262728
 0.02056334 0.01711439 0.01413693 0.01127003 0.0084321  0.00574911
 0.00468008 0.00472165 0.00463007 0.00472755 0.00472304 0.00402001
 0.00328297 0.00199745]","[   0.            0.         1319.07238413 1096.04892957 1113.99735236
 1107.05199704 1096.13773292 1185.5280679  1323.52156484 1279.92073046
 1287.11552421 1453.67882291 1770.57423436 1896.97966096 2084.88250295
 2322.66526436 2492.64700528 2528.69016244 2619.49290614 2763.18503261
 2897.38486084 2894.26876225 2537.29375141 1403.72750246  357.93445757
  161.64146812  122.11703921  164.42035947  261.24353803  357.0213856
  452.337213    698.30446571]"
huy,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         205.26725814
 204.08500573 204.08500573 201.74088951 200.57894748 194.8688542
 195.99771799 186.0688893 ]","[0.         0.         0.05712891 0.09765625 0.140625   0.18261719
 0.15136719 0.14257812 0.14794922 0.13427734 0.20361328 0.22363281
 0.20361328 0.20605469 0.1484375  0.13916016 0.14306641 0.15283203
 0.17041016 0.15673828 0.14794922 0.14453125 0.10302734 0.08935547
 0.09521484 0.09082031 0.11035156 0.1171875  0.10107422 0.08691406
 0.10400391 0.08251953]","[0.         0.         0.00107278 0.00162569 0.00187611 0.0020829
 0.00207001 0.00195738 0.00184312 0.00184172 0.00164125 0.0015039
 0.00216701 0.00247514 0.00246731 0.00240744 0.0019064  0.00130793
 0.00126616 0.00130542 0.00462547 0.0139335  0.10115451 0.16935447
 0.23257083 0.28092346 0.29795492 0.284195   0.23882563 0.17909594
 0.11036704 0.04173853]","[   0.            0.         1445.88317078 1708.28118483 1861.21411345
 2088.86586638 2140.39440949 2033.53242916 1884.55437229 2072.26228413
 2139.06115942 2647.57674401 2772.00143973 2227.00950334 1862.29995474
 1955.31852898 2137.29593811 2051.55530445 2018.49405247 2179.2500888
 1821.64846897 1427.31435242 1221.61650618  944.63569547 1333.73856664
 1916.51250677 2142.86629268 2061.95396062 2011.41042761 1907.88947737
 1709.4862142  2447.42815354]"
huy,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.         183.93170582 190.41804342 195.99771799
 202.90956259 204.08500573]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01806641 0.09228516 0.14550781 0.19335938 0.20849609 0.17041016
 0.15087891 0.12060547 0.09521484 0.06787109 0.04931641 0.05322266
 0.109375   0.10009766]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.3590034e-13 2.2108817e-09 7.5632678e-03
 8.6236857e-03 9.1191353e-03 9.4066365e-03 7.6487996e-03 1.3427981e-02
 5.4877169e-02 1.3683467e-01 2.0979153e-01 2.6077792e-01 2.8267708e-01
 2.5370255e-01 1.9760816e-01]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.         4164.57934663 4731.48645998 3267.97124198
 3864.55425572 3716.70244221 3079.46363655 2301.35997471 1692.18136793
 1550.41244881  889.27745365  734.41548643 1185.31493926 1661.62293684
 1942.94063644 1867.52719172]"
huy,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
 192.63059451 192.63059451 197.13312122 201.74088951 201.74088951
 192.63059451 194.8688542 ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.02978516 0.08496094 0.11035156 0.13867188 0.14257812 0.10546875
 0.08886719 0.07128906 0.04785156 0.04199219 0.04296875 0.05957031
 0.12011719 0.10839844]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 4.2385835e-13 2.3783501e-08 3.4885413e-03
 4.4480320e-03 5.9460970e-03 7.9646455e-03 2.8704649e-02 9.4449177e-02
 1.4857359e-01 1.9083762e-01 2.0217043e-01 1.8198203e-01 1.4168152e-01
 7.5517766e-02 2.1825567e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.         3841.22696769 6562.05715987 2598.96185635
 2565.32731252 2419.77191402 1770.19386539 1647.74886578  771.9856675
  681.72200862 1043.00157381 1296.16088126 1254.54508115 1153.78686859
 1501.72638236 2442.34835992]"
Khánh,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.         175.625645   172.60850154 171.61434972 181.81906999
 183.93170582 180.77186921 165.76853496 166.72882232 168.66611791
 187.14677541 191.52112393   0.           0.           0.
  85.80717486  85.80717486  85.3129619   85.3129619   85.3129619
  85.3129619    0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05322266 0.05810547 0.07861328
 0.12060547 0.15234375 0.18945312 0.1953125  0.171875   0.10498047
 0.07226562 0.05322266 0.04394531 0.03125    0.02783203 0.02490234
 0.01953125 0.01806641 0.01660156 0.015625   0.06494141 0.10742188
 0.10351562 0.10009766]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00051339 0.00573585 0.00669896
 0.00724065 0.00783987 0.00903209 0.03068686 0.06425161 0.08175201
 0.10055487 0.10299516 0.08844747 0.07335425 0.04394221 0.02390732
 0.01295945 0.00694785 0.00438757 0.00331194 0.00242349 0.00179835
 0.00124208 0.00061734]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.         1878.70352287
  698.3665833   806.85258675 1936.74382692 3114.19152174 3407.49394615
 2342.59486719 1303.39683709 1070.29261481  924.6096975   704.82097793
  539.04742507  498.63862213  489.95480347  472.38539593  413.94397836
  392.92374477  370.48124583  352.34934112  301.82038763  600.20047911
  911.6574026  1095.22538736]"
Khánh,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         327.72904189
 318.39923224 312.929324   302.26980244 309.33502416 322.09885311
 335.38934512 357.3910544 ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.04541016
 0.08496094 0.0859375  0.08740234 0.04150391 0.00244141 0.00146484
 0.         0.         0.02490234 0.05419922 0.06591797 0.08203125
 0.07177734 0.04931641 0.04443359 0.03710938 0.04296875 0.0625
 0.11035156 0.10205078]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.4900836e-09 6.0151666e-03 1.5228280e-02 4.3974523e-02
 5.2314494e-02 5.5559114e-02 5.3813342e-02 4.0241081e-02 6.5237865e-02
 7.3223904e-02 8.2116418e-02 1.4068963e-01 1.8502614e-01 1.9862445e-01
 2.0093922e-01 1.7082100e-01 1.1330065e-01 8.8166982e-02 7.7904083e-02
 6.2039725e-02 4.8072010e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         3908.87240766  741.04900113  477.17932617  239.46334031
  105.96710255  106.0501861    60.07515794   99.24936566  815.79572777
 1480.80091639 2128.79729594 2391.66450384 1643.59977981 1525.48553393
 1534.52494205 1361.63171742  811.92917066  868.91335622 1245.13339993
 1469.23174717 1542.4854532 ]"
Khánh,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
 383.04224785 367.86341165 365.7446743  347.21682483 335.38934512
 329.62755691 341.2518476  372.1377786  396.55020355 405.81912518
 403.48177901   0.        ]","[0.         0.         0.         0.         0.         0.09277344
 0.18847656 0.28076172 0.38134766 0.37792969 0.37158203 0.34570312
 0.32373047 0.29248047 0.26757812 0.26318359 0.24755859 0.25830078
 0.26220703 0.23730469 0.22216797 0.18261719 0.12158203 0.09179688
 0.05175781 0.03173828 0.03320312 0.04296875 0.06787109 0.09667969
 0.15380859 0.13671875]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.42179703e-05 4.31626773e-04 7.27461476e-04
 9.97049152e-04 1.11935043e-03 1.06039853e-03 8.98025872e-04
 5.85559523e-04 3.55058786e-04 8.55400169e-04 2.20984383e-03
 6.61210623e-03 1.01828082e-02 1.77054778e-02 4.66176569e-02
 5.71481809e-02 6.31006733e-02 6.59455135e-02 5.50474711e-02
 5.12707084e-02 5.15807606e-02 5.35638109e-02 4.96065170e-02
 4.17429656e-02 3.06877922e-02 1.24917785e-02 4.35988093e-03]","[   0.            0.            0.            0.            0.
 3384.68603115 3301.90744958 3220.92498664 3155.10087547 3090.18998761
 3047.26289067 2992.49924206 2841.32384433 2582.09112239 2465.56823808
 2724.09229049 2638.20210563 2797.81067039 2797.65064345 2304.78901749
 2014.33469336 2065.45142606 2200.61658429 1969.01704928 1012.0344109
  680.37291783  619.09648264  620.68607399  794.88112998 1146.53233273
 1406.47273756 1437.32048956]"
Khánh,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         361.54373842
 325.8414615  309.33502416 280.40333801 273.99891692 272.42079928
 273.99891692 280.40333801 291.97338331 316.5653876  357.3910544
 427.47405411 458.15534712]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02050781 0.15429688 0.24462891 0.31396484
 0.3359375  0.24658203 0.20361328 0.19824219 0.22167969 0.21630859
 0.20263672 0.16552734 0.11474609 0.0859375  0.07275391 0.13964844
 0.12451172 0.11376953]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.65835706e-10 1.83119962e-03
 1.53294187e-02 2.30671410e-02 3.97436954e-02 5.41008376e-02
 6.24084808e-02 6.61667436e-02 5.94250746e-02 4.73316163e-02
 3.31050940e-02 1.89682059e-02 1.37676094e-02 1.21671092e-02
 1.01143215e-02 7.62447948e-03 5.25437156e-03 3.07935313e-03]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.         3756.14930334
 3208.65657907 3191.13242366 2977.85726632 2740.23316931 2187.66149203
 1894.33642557 2003.5721851  2438.93437154 2897.03864681 3229.53406569
 3176.4218538  2673.13605079 2116.79697195 1570.82773285 1346.20169628
 1557.85879227 1903.73307889]"
Khánh,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         353.28606802
 351.25129    351.25129    355.33263339 374.29355082 401.15789497
 491.03874276 532.39739926]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00488281 0.09863281
 0.13574219 0.18017578 0.22851562 0.17675781 0.16699219 0.14697266
 0.11523438 0.09228516 0.07470703 0.06005859 0.04980469 0.04296875
 0.10205078 0.09228516]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.19586355e-11 2.63831113e-04 7.75174762e-04 1.66269077e-03
 2.10623676e-03 3.33120674e-03 5.92831336e-02 1.10525750e-01
 1.29438639e-01 1.29638001e-01 1.15553468e-01 6.83007538e-02
 1.36451889e-02 1.55702131e-02 1.38819944e-02 1.32931089e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         3688.98826529 2189.82489848 1942.03872362 1892.00587099
 1878.27687387 1995.49976353 1409.06150238 1445.64231    1608.0174449
 1553.80166071 1257.4045062   893.76526209  605.79249411  538.82444424
  533.62058776  656.17770138]"
Khánh,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.         177.6663167  177.6663167  177.6663167
 187.14677541 195.99771799 211.28204791 227.75828325 238.52991147
 245.51937138 241.30149553]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.08789062
 0.12646484 0.14892578 0.16943359 0.09375    0.06494141 0.05273438
 0.03808594 0.03125    0.03173828 0.03027344 0.02978516 0.03027344
 0.06982422 0.06103516]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.5117901e-10 2.6875357e-03 4.4980768e-02 1.0508180e-01
 1.7388049e-01 2.0205607e-01 2.0572153e-01 1.9198263e-01 1.4063664e-01
 1.0450036e-01 9.2338607e-02 7.7755816e-02 7.2910793e-02 6.7266002e-02
 5.9286635e-02 4.9400989e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         2486.3106473  2345.77923017 2172.97852327 2057.71243587
 1544.1879789  1165.27273233 1086.88328183  899.85066244  694.84596974
  703.58636226  676.66265624  663.74388378  696.58612898  654.18738067
  677.19645876  788.47551945]"
Khánh,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
 223.84553226 280.40333801 311.12698372 329.62755691 345.21700307
 353.28606802 357.3910544  401.15789497 420.13030572 485.39868175
 517.24107876 517.24107876]","[0.         0.         0.         0.         0.         0.
 0.         0.06933594 0.15185547 0.23681641 0.31689453 0.29980469
 0.26660156 0.23242188 0.20166016 0.19677734 0.20410156 0.24316406
 0.26708984 0.28857422 0.27832031 0.21728516 0.15576172 0.09619141
 0.05957031 0.04833984 0.10351562 0.13720703 0.15869141 0.14550781
 0.12744141 0.08447266]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.0319609e-05 5.7680620e-04 2.0189988e-03
 3.3437768e-03 7.2862264e-03 2.7634902e-02 4.2774417e-02 5.4888505e-02
 6.1583970e-02 6.1265908e-02 5.4316532e-02 4.2191382e-02 3.1195022e-02
 1.7732404e-02 7.7771437e-03 7.2874553e-03 6.8201208e-03 5.9057986e-03
 4.7333529e-03 3.1234168e-03 1.2611463e-03 2.9602967e-04 2.8373918e-04
 2.7929893e-04 2.7211415e-04]","[   0.            0.            0.            0.            0.
    0.            0.         3278.90248463 2684.3448759  2920.90814148
 2897.78801501 2620.64549642 2082.85505367 2055.04827034 2104.7032257
 2178.10523284 2075.82230986 2040.02175799 2207.89215173 2319.04109031
 2230.48041002 1987.53673747 1781.73800865 1734.76800161 1656.28117566
 1175.62246819  917.73364628 1473.03218795 2119.15483436 2476.71214053
 2240.44267544 1934.23982857]"
Khánh,"[  0.           0.           0.           0.           0.
 391.99543598 380.83608684 378.64263239 374.29355082 369.99442271
 383.04224785 417.71053322 458.15534712 499.62194879 541.70354187
 577.23956595   0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[0.17724609 0.27392578 0.39941406 0.35498047 0.29736328 0.22607422
 0.12011719 0.08251953 0.06201172 0.04638672 0.04248047 0.04736328
 0.04931641 0.07519531 0.09667969 0.13867188 0.16503906 0.15722656
 0.14794922 0.12255859 0.11181641 0.125      0.13916016 0.14697266
 0.14160156 0.13623047 0.14404297 0.12939453 0.11914062 0.09130859
 0.10400391 0.08154297]","[0.00199947 0.00456438 0.00890951 0.03158786 0.0748404  0.10844973
 0.12838864 0.13859004 0.1313372  0.11295488 0.09285914 0.07179938
 0.05134097 0.03122008 0.01931031 0.01464406 0.01027121 0.01010338
 0.00905296 0.00981632 0.01001592 0.01027566 0.01321983 0.01350743
 0.01386238 0.013653   0.01015531 0.0114295  0.0172643  0.01745369
 0.01734468 0.01533385]","[2720.93593166 2943.03114876 3118.62850085 3261.28146501 2342.2925597
 1812.04688678 1674.42640936 1453.84765098 1290.40662242 1046.66546207
 1039.01503974 1204.2933602  1417.55787616 1692.93006384 2028.49965584
 2512.06454748 2660.829857   2637.69864438 2443.03436391 2353.75748277
 2199.31283042 2194.5862101  2380.74535196 2390.99859093 2463.41494068
 2488.09276997 2430.82224076 2399.56504772 1945.59548734 1365.45540143
 1258.156606   1549.4479498 ]"
