Label,Pitch,ZCR,Average Energy,Spectral Centroid
Khánh,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.         288.61978298 275.5861765  269.29177953 260.11871293
 260.11871293 269.29177953 275.5861765  283.66146786 300.52885649
 311.12698372 314.74210514 320.24370023   0.           0.
   0.           0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06933594 0.11132812 0.15234375
 0.19628906 0.17041016 0.16210938 0.14306641 0.11962891 0.09179688
 0.06396484 0.04833984 0.03417969 0.02539062 0.02636719 0.02734375
 0.02783203 0.04199219 0.06640625 0.09033203 0.12158203 0.14257812
 0.17138672 0.14013672]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00114853 0.01657389 0.02514142
 0.03408301 0.03845192 0.0729375  0.13340719 0.15816593 0.16753861
 0.16016233 0.11656171 0.08064278 0.06012925 0.04804364 0.04226204
 0.03420313 0.02622471 0.01726459 0.00714203 0.0015618  0.00131738
 0.00113117 0.0008894 ]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.         2175.12134377
 1760.54218238 1821.98847964 1886.680213   1950.14428627 2063.2423516
 1476.30338932 1295.81790165 1361.08408703 1536.88751128 1669.56107364
 1492.70479402  918.47197942  765.3221142   712.68674638  666.19851339
  746.17403617 1084.39060404 1767.31691258 1960.6441379  1968.8151617
 2049.00426153 2035.40389708]"
Khánh,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         361.54373842
 325.8414615  309.33502416 280.40333801 273.99891692 272.42079928
 273.99891692 280.40333801 291.97338331 316.5653876  357.3910544
 427.47405411 458.15534712]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02050781 0.15429688 0.24462891 0.31396484
 0.3359375  0.24658203 0.20361328 0.19824219 0.22167969 0.21630859
 0.20263672 0.16552734 0.11474609 0.0859375  0.07275391 0.13964844
 0.12451172 0.11376953]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.65835706e-10 1.83119962e-03
 1.53294187e-02 2.30671410e-02 3.97436954e-02 5.41008376e-02
 6.24084808e-02 6.61667436e-02 5.94250746e-02 4.73316163e-02
 3.31050940e-02 1.89682059e-02 1.37676094e-02 1.21671092e-02
 1.01143215e-02 7.62447948e-03 5.25437156e-03 3.07935313e-03]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.         3756.14930334
 3208.65657907 3191.13242366 2977.85726632 2740.23316931 2187.66149203
 1894.33642557 2003.5721851  2438.93437154 2897.03864681 3229.53406569
 3176.4218538  2673.13605079 2116.79697195 1570.82773285 1346.20169628
 1557.85879227 1903.73307889]"
Phòng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
 322.09885311 302.26980244 290.29174037 282.02769802 275.5861765
 273.99891692 272.42079928 267.74077301 263.14114678 264.66550794
 269.29177953 255.65002913]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.04248047 0.18017578 0.36621094 0.55859375
 0.56445312 0.44482422 0.28173828 0.11865234 0.09423828 0.08642578
 0.06933594 0.04638672 0.02783203 0.02441406 0.03125    0.14160156
 0.13574219 0.12939453]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.6098118e-13 2.9272619e-06
 3.2230356e-04 6.4811110e-04 9.6776726e-04 5.9862980e-03 1.9619770e-02
 3.5026602e-02 4.1478749e-02 4.6625305e-02 4.5176066e-02 3.6698226e-02
 3.1328976e-02 2.4248309e-02 2.1457963e-02 1.7849265e-02 1.3773561e-02
 9.7418400e-03 2.5057134e-03]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.         4267.32503452 6069.98636381
 4316.90404518 4746.27805318 5397.75334084 5088.23858145 1221.69972467
  865.30604677  927.26778523  921.55077408  848.40985875  745.97162879
  581.75701894  389.35249954  309.78190408  275.02544054  317.52818562
  526.09404754  853.09963174]"
Phòng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.         363.63813999 335.38934512 322.09885311
 312.929324   307.55338552 300.52885649 291.97338331 286.95745535
 283.66146786 273.99891692 260.11871293 242.69934088 233.08188076
 234.43211036 233.08188076]","[0.         0.         0.09179688 0.09326172 0.16503906 0.2109375
 0.21435547 0.33837891 0.35058594 0.40087891 0.43505859 0.45263672
 0.51025391 0.57128906 0.59179688 0.54248047 0.43066406 0.30761719
 0.19677734 0.13964844 0.12646484 0.10986328 0.09472656 0.09716797
 0.12353516 0.14892578 0.15283203 0.12451172 0.109375   0.13378906
 0.10644531 0.09521484]","[0.         0.         0.00025379 0.00075049 0.00097866 0.001239
 0.00121796 0.00099355 0.00077003 0.00012549 0.00033202 0.00205257
 0.00386844 0.00638397 0.00916244 0.01197994 0.04892123 0.07042524
 0.08548679 0.09021511 0.07779964 0.06007685 0.03670642 0.02349886
 0.02100382 0.01830024 0.01482572 0.01121177 0.00794644 0.00455469
 0.00247572 0.00097142]","[   0.            0.         1891.82716563 1365.19812912 2847.70158511
 4477.02114501 4376.15574746 3931.84555973 4339.113105   4785.75741871
 4128.70401008 4460.91059361 4497.13276381 4441.14187462 4676.52637115
 4664.69619204 3096.08963316 1691.85119194 1670.92586082 1783.84480786
 1768.00071286 2108.46471938 2681.78386982 2748.83469238 2800.34097591
 2834.29035652 2778.85160555 2716.98801392 2349.43944957 1886.54848087
 1509.81715444 1554.89023126]"
Phòng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.         353.28606802 347.21682483
 339.28638159 333.45764463 325.8414615  320.24370023 318.39923224
 316.5653876  314.74210514 311.12698372 307.55338552 305.78200837
 297.07698816 333.45764463]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.01611328
 0.12109375 0.22021484 0.33300781 0.39599609 0.32128906 0.2578125
 0.18115234 0.12890625 0.12255859 0.09619141 0.06738281 0.04736328
 0.03125    0.02832031 0.02832031 0.02734375 0.08837891 0.11474609
 0.10742188 0.10107422]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 6.3389644e-10 6.1808249e-05 2.9003859e-04 5.7762238e-04
 9.2433218e-04 2.3408372e-02 4.4015907e-02 5.8505166e-02 6.8642072e-02
 6.9893152e-02 6.1237246e-02 4.9867705e-02 3.7450403e-02 2.8984888e-02
 2.6853170e-02 2.4299998e-02 2.0596307e-02 1.6329115e-02 1.1454060e-02
 6.2694564e-03 6.6568743e-04]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         4244.26528918 3213.01804175 3376.07924167 3548.74265059
 3665.83650234 1961.85337198 1698.94364229 1804.95090704 1824.49206559
 1745.4081956  1576.68532035 1244.73743691  939.18470334  763.62693464
  814.40568782  762.43031966  631.13494343  455.94913686  488.1863912
  872.52068906 1335.68760166]"
Phòng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         337.33223583
 333.45764463 329.62755691 325.8414615  318.39923224 312.929324
 309.33502416 297.07698816 286.95745535 270.85177094 252.7136381
 233.08188076 216.22053168]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00195312 0.05615234 0.06396484 0.07470703 0.09130859
 0.06787109 0.09326172 0.11230469 0.12158203 0.11328125 0.09082031
 0.06835938 0.046875   0.03076172 0.02929688 0.02880859 0.02685547
 0.07519531 0.06640625]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.24581765e-12 1.09627428e-04 1.06821535e-02
 2.35078949e-02 1.50483459e-01 2.58627325e-01 3.28690737e-01
 3.77361268e-01 3.84975553e-01 3.44356120e-01 2.80319840e-01
 2.12942034e-01 1.39313370e-01 8.34204555e-02 8.55154097e-02
 8.06169212e-02 6.88999295e-02 5.08341230e-02 3.11206020e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.         3424.15125845 4614.19203129
 1124.44251332 1281.33484762 1065.05975599 1075.25770082 1236.89610017
 1340.47468499 1348.49804607 1277.25681962 1149.75724354  967.41128696
  893.40603463  924.2922611   905.70757764  787.08245703  631.60847686
  479.78541757  468.31796125]"
Phòng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         150.26442824
 152.89100418 135.42588547 130.81278265 128.56549734 128.56549734
 125.62905732 124.18608453 122.05264193 120.65074777 122.75968569
  93.03444465  70.50692451]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.01757812 0.10449219 0.11962891 0.14794922 0.14746094
 0.08105469 0.08544922 0.06787109 0.05908203 0.05175781 0.03857422
 0.03417969 0.03320312 0.02685547 0.03369141 0.05664062 0.09082031
 0.13427734 0.12109375]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.2626193e-10 1.6913678e-03
 2.1312499e-02 2.6517496e-02 5.7141148e-02 6.9382951e-02 7.2119795e-02
 7.2547346e-02 5.4333080e-02 3.9770242e-02 3.0656574e-02 2.8405190e-02
 2.5836147e-02 2.4523009e-02 2.1724652e-02 1.7320424e-02 1.3730657e-02
 8.5632298e-03 2.4411401e-03]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.         3424.44443289 2305.46219607
 1734.88325714 1533.74023977 1290.58974746  934.24098529  866.6790074
  863.74051296  836.4551487   832.00411328  893.98630863  886.46293495
  694.9223448   599.88318974  582.78623885  607.06215986  712.14479052
  929.23026912 1325.5953532 ]"
Phòng,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.10839844 0.21826172 0.23193359 0.25244141 0.16650391
 0.0703125  0.07128906 0.05957031 0.04394531 0.03710938 0.02734375
 0.08544922 0.07861328]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.9272766e-05
 3.8466832e-04 2.1852894e-02 4.4051483e-02 5.3609133e-02 5.9995648e-02
 5.7233147e-02 4.6779118e-02 3.7956741e-02 2.8527111e-02 3.1467941e-02
 2.5418464e-02 2.1453610e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.         4123.79214751
 3955.95955175 1293.61866665  804.39694642  823.86562889  897.98723504
  810.75590189  646.59362969  527.2904329   440.3894816   423.86990893
  568.88331376  726.30752727]"
Phòng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.         455.51656649 440.         429.95038611
 415.30469758 403.48177901 398.84739551 389.73770841 380.83608684
 376.4618113  369.99442271 363.63813999 365.7446743  367.86341165
 369.99442271 372.1377786 ]","[0.35205078 0.57617188 0.79833984 0.85253906 0.80957031 0.76464844
 0.72216797 0.72607422 0.73583984 0.71435547 0.60644531 0.43652344
 0.26855469 0.16357422 0.15087891 0.18554688 0.17773438 0.14941406
 0.12011719 0.09960938 0.09423828 0.078125   0.05712891 0.03759766
 0.03417969 0.03759766 0.03808594 0.04101562 0.04785156 0.09716797
 0.08789062 0.07666016]","[3.00443799e-06 3.18919797e-06 3.37936126e-06 2.90616958e-06
 3.34217088e-06 3.79385710e-06 4.15326758e-06 4.19406342e-06
 4.20701463e-06 4.19965590e-06 3.47209898e-05 3.02465836e-04
 8.77305982e-04 1.87070027e-03 3.52504151e-03 7.52064819e-03
 9.48226452e-02 1.36587277e-01 1.80948198e-01 2.36986637e-01
 2.46298760e-01 2.49289960e-01 2.43199423e-01 2.16089457e-01
 2.04218164e-01 2.00964242e-01 1.97443992e-01 1.94824830e-01
 2.00894818e-01 1.79964408e-01 1.50645658e-01 1.12730645e-01]","[3819.43294587 3833.67742612 3868.33666556 3815.73223188 3880.84217637
 3954.64922478 3905.20342859 3864.74678696 3865.55352741 3954.68059628
 3622.74764731 1604.02662497 1671.12091765 2071.62637492 2614.9153949
 2778.10545861 1501.38479816 1077.02616947 1163.27319467 1277.22110139
 1235.12715246 1078.92513088  924.91150097  822.09264565  765.965477
  754.26328957  724.49296861  680.0070599   645.60649008  725.84048816
  811.41377357  860.39452257]"
Phòng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         153.77669276
 145.14587019 145.14587019 131.57057339 130.05935646 131.57057339
 130.81278265 128.56549734 126.35681905 125.62905732 124.9054872
 124.18608453 124.9054872 ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.03515625 0.109375   0.15136719 0.16845703
 0.15332031 0.09960938 0.0703125  0.06103516 0.04736328 0.03320312
 0.02636719 0.0234375  0.01904297 0.01806641 0.01513672 0.01318359
 0.08056641 0.07568359]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9950054e-08
 9.7673154e-04 2.5497875e-03 2.7410509e-02 4.5355890e-02 5.2590307e-02
 5.5599164e-02 5.2120328e-02 4.2480677e-02 3.8475815e-02 3.8701519e-02
 3.7594892e-02 3.4894928e-02 3.1630155e-02 2.7286205e-02 2.1890538e-02
 1.6769379e-02 1.0634064e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.         6995.41809055
 2309.78169709 1958.103859    950.94262409  681.49122672  687.28845252
  696.49448894  665.48531983  472.24806409  341.36701916  313.98810297
  289.3986895   247.23365972  223.81210689  240.06398805  213.47321217
  164.31804968  207.93766919]"
Phòng,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         67.71294273 66.16637698 79.59980806 77.33375604 74.26924704
 72.15494574 68.49972923 66.93519325 65.40639133 65.40639133  0.
  0.          0.        ]","[0.02392578 0.02636719 0.02685547 0.00878906 0.01025391 0.02783203
 0.06689453 0.12109375 0.17041016 0.19824219 0.20410156 0.19042969
 0.17333984 0.16894531 0.15625    0.14892578 0.13867188 0.12011719
 0.10693359 0.0859375  0.07080078 0.05615234 0.03955078 0.02685547
 0.01660156 0.00732422 0.00634766 0.00732422 0.00732422 0.00878906
 0.06689453 0.06445312]","[0.00072035 0.00124197 0.00146044 0.00186504 0.00227399 0.0034409
 0.00571892 0.0069276  0.0138011  0.07709952 0.14308253 0.18891962
 0.2352334  0.26449022 0.2655245  0.23660736 0.19053979 0.12654284
 0.03194501 0.02095893 0.02195228 0.02218943 0.02163777 0.0190442
 0.01529819 0.01294153 0.0103275  0.00980067 0.01022565 0.01035766
 0.00945718 0.00850037]","[ 645.87420711  383.36674814  302.58277873  282.1763101   245.03895019
  725.57954556 1765.2489136  2268.26699629 2522.38901982 1855.72460997
 1734.73412942 1789.82855285 1885.89600318 2012.72016252 1993.09537792
 1982.31022159 1942.33414569 1704.96136152 1605.02795178 1550.60815751
 1481.59482305 1306.23111774 1190.89352517  937.54354886  514.03101604
  307.39691887  178.29748466  122.54416912  100.43239628   80.72424928
  227.87418155  547.799953  ]"
Phòng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         337.33223583
 333.45764463 329.62755691 325.8414615  318.39923224 312.929324
 309.33502416 297.07698816 286.95745535 270.85177094 252.7136381
 233.08188076 216.22053168]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00195312 0.05615234 0.06396484 0.07470703 0.09130859
 0.06787109 0.09326172 0.11230469 0.12158203 0.11328125 0.09082031
 0.06835938 0.046875   0.03076172 0.02929688 0.02880859 0.02685547
 0.07519531 0.06640625]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.24581765e-12 1.09627428e-04 1.06821535e-02
 2.35078949e-02 1.50483459e-01 2.58627325e-01 3.28690737e-01
 3.77361268e-01 3.84975553e-01 3.44356120e-01 2.80319840e-01
 2.12942034e-01 1.39313370e-01 8.34204555e-02 8.55154097e-02
 8.06169212e-02 6.88999295e-02 5.08341230e-02 3.11206020e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.         3424.15125845 4614.19203129
 1124.44251332 1281.33484762 1065.05975599 1075.25770082 1236.89610017
 1340.47468499 1348.49804607 1277.25681962 1149.75724354  967.41128696
  893.40603463  924.2922611   905.70757764  787.08245703  631.60847686
  479.78541757  468.31796125]"
Phú,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
 154.66751208 146.83238396 143.47872767 140.20166901 136.99945846
 136.21039964 138.59131549 142.65235101 148.53849408 155.56349186
 166.72882232 169.64319079 164.81377846 162.92073075 161.98237639
 161.04942655   0.        ]","[0.07519531 0.09863281 0.12207031 0.109375   0.10839844 0.10693359
 0.12792969 0.15869141 0.21826172 0.24951172 0.28222656 0.28710938
 0.23144531 0.18408203 0.11328125 0.04980469 0.02685547 0.02636719
 0.02587891 0.02490234 0.02294922 0.02099609 0.01855469 0.01611328
 0.01513672 0.01464844 0.01513672 0.02246094 0.03027344 0.03710938
 0.09570312 0.08447266]","[0.00531691 0.00684426 0.00815675 0.00803932 0.00711374 0.00829905
 0.01023363 0.01296745 0.01484109 0.01749228 0.02139294 0.02149837
 0.02173636 0.08273526 0.16685705 0.23559523 0.2800305  0.30088246
 0.29685548 0.28861737 0.28598982 0.28884903 0.2882239  0.2784414
 0.2716296  0.26944745 0.2729481  0.2893129  0.28139463 0.25179422
 0.21015127 0.13262996]","[1976.19463662 1871.86710439 1751.21382683 1859.63178146 2124.80902273
 2216.75448669 1836.88236815 1968.41690301 2476.13723723 2950.55466563
 2959.5854805  2702.40541881 2878.48821228 2234.28278278  697.93028225
  442.65696827  465.56808808  482.62897074  489.03020573  517.62530409
  506.03843405  527.04276434  533.67379953  556.49892808  529.48871032
  485.19547831  476.25832636  604.97792595  994.10560675 1181.77421343
 1368.09816878 1806.16477883]"
Phú,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         273.99891692
 263.14114678 327.72904189 316.5653876  314.74210514 316.5653876
 320.24370023 325.8414615  333.45764463 341.2518476  349.22823143
 353.28606802 351.25129   ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00488281 0.05859375
 0.17285156 0.24121094 0.25341797 0.21435547 0.11425781 0.06054688
 0.06005859 0.06103516 0.06298828 0.06445312 0.06347656 0.06347656
 0.11767578 0.1015625 ]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.3714133e-10 3.9518471e-03 5.1814681e-03 1.1914926e-02
 8.1398897e-02 1.3630338e-01 1.7937054e-01 2.1298274e-01 2.2175081e-01
 2.1196464e-01 1.8108587e-01 1.4138933e-01 1.0068968e-01 6.8543442e-02
 6.3802920e-02 5.9740998e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         3443.7371285  1497.3732018  2407.84473567 3990.67343573
 2284.5791393  1390.15121195 1334.29595394 1331.29039499 1275.07781214
 1226.54921596 1108.6144035   911.66727876  752.37026459  658.16237057
  693.40660281  739.52892916]"
Phú,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.         405.81912518 380.83608684 374.29355082
 372.1377786  374.29355082 383.04224785 396.55020355 415.30469758
 429.95038611 434.94616896 429.95038611   0.           0.
   0.           0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.09326172 0.23632812 0.37304688 0.48144531 0.49951172
 0.49267578 0.44726562 0.45214844 0.37695312 0.25683594 0.18310547
 0.08544922 0.06542969 0.05957031 0.05175781 0.04492188 0.03955078
 0.03808594 0.04443359 0.0546875  0.07373047 0.0859375  0.0859375
 0.12255859 0.09375   ]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.1696195e-05 1.7561165e-03 4.0019490e-03
 7.1559520e-03 1.0199856e-02 1.5214992e-02 1.9968890e-02 2.1470064e-02
 6.0958397e-02 1.3679644e-01 1.9462286e-01 2.3871513e-01 2.6080245e-01
 2.5301471e-01 2.3288229e-01 2.1126172e-01 1.9780889e-01 1.6920850e-01
 1.3809873e-01 9.7315311e-02 2.5165478e-02 2.4999028e-02 9.0422407e-02
 9.3559168e-02 9.3555577e-02]","[   0.            0.            0.            0.            0.
    0.            0.         4363.88439188 4794.05724472 4941.97936457
 4861.19588872 4416.07439145 4048.75503806 4237.29870107 4087.78297295
 3643.84396158 1950.86114638  948.39815339  822.02003741  819.49015534
  761.58678333  668.40383815  586.12191456  602.10911887  605.83166357
  555.34938997  510.99433219  661.63911739  984.10177745  661.02144216
  639.87791435  676.23043218]"
Phú,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         273.99891692
 263.14114678 327.72904189 316.5653876  314.74210514 316.5653876
 320.24370023 325.8414615  333.45764463 341.2518476  349.22823143
 353.28606802 351.25129   ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00488281 0.05859375
 0.17285156 0.24121094 0.25341797 0.21435547 0.11425781 0.06054688
 0.06005859 0.06103516 0.06298828 0.06445312 0.06347656 0.06347656
 0.11767578 0.1015625 ]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.3714133e-10 3.9518471e-03 5.1814681e-03 1.1914926e-02
 8.1398897e-02 1.3630338e-01 1.7937054e-01 2.1298274e-01 2.2175081e-01
 2.1196464e-01 1.8108587e-01 1.4138933e-01 1.0068968e-01 6.8543442e-02
 6.3802920e-02 5.9740998e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         3443.7371285  1497.3732018  2407.84473567 3990.67343573
 2284.5791393  1390.15121195 1334.29595394 1331.29039499 1275.07781214
 1226.54921596 1108.6144035   911.66727876  752.37026459  658.16237057
  693.40660281  739.52892916]"
Phú,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
 374.29355082 320.24370023 314.74210514 311.12698372 309.33502416
 314.74210514 327.72904189 339.28638159 345.21700307 351.25129
   0.           0.        ]","[0.         0.         0.         0.         0.         0.
 0.05957031 0.07421875 0.08447266 0.08544922 0.02539062 0.01367188
 0.0078125  0.01416016 0.03955078 0.13476562 0.22949219 0.31005859
 0.35888672 0.27001953 0.18457031 0.10986328 0.04833984 0.04589844
 0.04150391 0.03564453 0.03320312 0.06054688 0.06640625 0.06494141
 0.11816406 0.08398438]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.5843119e-08 1.7175117e-03 2.3945330e-03 2.7358236e-03
 2.8039387e-03 2.4738417e-03 3.8431664e-03 6.0170474e-03 6.5427083e-03
 7.6104654e-03 9.4720665e-03 1.1678689e-02 1.3005451e-02 4.2223062e-02
 6.6511527e-02 8.6809255e-02 9.9758320e-02 1.0177692e-01 9.7502150e-02
 8.7934472e-02 7.4103244e-02 5.8791470e-02 4.0606167e-02 2.0503581e-02
 1.4589760e-02 1.4523410e-02]","[   0.            0.            0.            0.            0.
    0.         5070.47160712  866.03378437  757.89363718  753.26828226
  986.29615862  830.74577896  701.69986149  383.72704966  786.97319166
 2535.8720021  3433.58420622 3619.92819867 3536.11785346 2981.17707577
 1500.33035523  996.25837506  904.50830422  756.18186203  615.71136299
  529.197824    498.79039073  489.12254926  530.33997855  855.09281027
  823.74686517  811.22852618]"
Phú,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.         405.81912518 380.83608684 374.29355082
 372.1377786  374.29355082 383.04224785 396.55020355 415.30469758
 429.95038611 434.94616896 429.95038611   0.           0.
   0.           0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.09326172 0.23632812 0.37304688 0.48144531 0.49951172
 0.49267578 0.44726562 0.45214844 0.37695312 0.25683594 0.18310547
 0.08544922 0.06542969 0.05957031 0.05175781 0.04492188 0.03955078
 0.03808594 0.04443359 0.0546875  0.07373047 0.0859375  0.0859375
 0.12255859 0.09375   ]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.1696195e-05 1.7561165e-03 4.0019490e-03
 7.1559520e-03 1.0199856e-02 1.5214992e-02 1.9968890e-02 2.1470064e-02
 6.0958397e-02 1.3679644e-01 1.9462286e-01 2.3871513e-01 2.6080245e-01
 2.5301471e-01 2.3288229e-01 2.1126172e-01 1.9780889e-01 1.6920850e-01
 1.3809873e-01 9.7315311e-02 2.5165478e-02 2.4999028e-02 9.0422407e-02
 9.3559168e-02 9.3555577e-02]","[   0.            0.            0.            0.            0.
    0.            0.         4363.88439188 4794.05724472 4941.97936457
 4861.19588872 4416.07439145 4048.75503806 4237.29870107 4087.78297295
 3643.84396158 1950.86114638  948.39815339  822.02003741  819.49015534
  761.58678333  668.40383815  586.12191456  602.10911887  605.83166357
  555.34938997  510.99433219  661.63911739  984.10177745  661.02144216
  639.87791435  676.23043218]"
